basepk,topic,category,procedural_score,error_x,error_y
2216595,compensation for railway workers' job loss,Social Policy,0.0,,
2216678,order of business,Parliamentary Affairs,0.75,,
2216686,budget resolutions and questions,Parliamentary Affairs,0.25,,
2216717,sales tax on Peace River project,Economic & Fiscal Policy,0.25,,
2216730,Columbia River treaty negotiations,Intergovernmental & Constitutional Affairs,0.25,,
2216731,northern affairs and British Columbia agreement,Indigenous & Northern Affairs,0.25,,
2216755,federal-provincial tax and social services jurisdiction,Intergovernmental & Constitutional Affairs,0.0,,
2216778,assistance for economic mines facing unemployment,Agriculture & Natural Resources,0.0,,
2216783,Solbec copper mine strike,Agriculture & Natural Resources,0.0,,
2216854,ministerial power to appoint staff,Government Operations & Ethics,0.25,,
2216861,order of business,Parliamentary Affairs,0.75,,
2216866,federal-provincial industrial growth cooperation,Trade & Industry,0.0,,
2216877,employee estimates for department,Government Operations & Ethics,0.25,,
2216915,"Department of Industry, Trade and Commerce functions",Trade & Industry,0.25,,
2216929,appointments to area development commissioner,Government Operations & Ethics,0.25,,
2216975,ministerial discretion in legislation,Parliamentary Affairs,0.25,,
2216979,Department of Defence Production purchases,Trade & Industry,0.0,,
2217036,Bankruptcy Act and provincial legislation,"Justice, Rights & Immigration",0.25,,
2217063,war veterans allowance eligibility,Social Policy,0.0,,
2217087,budget resolutions announcement,Parliamentary Affairs,0.25,,
2217110,European common market tariff adjustments,Trade & Industry,0.0,,
2217212,Dominion Day parliamentary hill program recording,Parliamentary Affairs,0.5,,
2217213,commendation for armed forces and RCMP,Foreign Affairs & Defence,0.25,,
2217221,R.C.M.P. travel on Pacific Western Airlines,Government Operations & Ethics,0.0,,
2217237,consideration of government policy,Parliamentary Affairs,0.25,,
2217265,motion to regret government economic policies,Economic & Fiscal Policy,0.5,,
2217272,anticipating debate on order paper items,Parliamentary Affairs,0.75,,
2217289,amendment procedure on supply motion,Parliamentary Affairs,0.75,,
2217323,sales tax and personal income tax alternatives,Economic & Fiscal Policy,0.25,,
2217333,clarifying doubts and uncertainties on government policy,Parliamentary Affairs,0.25,,
2217396,financial and economic policies,Economic & Fiscal Policy,0.0,,
2217404,parliamentary debate and procedure,Parliamentary Affairs,0.75,,
2217487,airstrip operation and maintenance,Government Operations & Ethics,0.0,,
2217512,special assistants' appointments and qualifications,Government Operations & Ethics,0.0,,
2217526,appointment of executive assistant to minister,Government Operations & Ethics,0.0,,
2217529,executive assistant qualifications,Government Operations & Ethics,0.25,,
2217563,appointment of executive assistant,Government Operations & Ethics,0.75,,
2217677,list of land purchase tenders,Government Operations & Ethics,0.25,,
2217690,centennial administration bilingualism subsidy,Government Operations & Ethics,0.0,,
2217757,peace corps activities,Foreign Affairs & Defence,0.0,,
2217762,Soviet test ban agreement proposal,Foreign Affairs & Defence,0.0,,
2217829,identical bids and combines investigation,Trade & Industry,0.25,,
2217890,Dominion Day name change,Parliamentary Affairs,0.5,,
2217899,parliamentary terminology debate,Parliamentary Affairs,0.5,,
2217965,family allowances and social security program,Social Policy,0.25,,
2217967,family allowances for older children,Social Policy,0.25,,
2218005,election campaign promises,Parliamentary Affairs,0.25,,
2218016,family allowances and old age pensions,Social Policy,0.25,,
2218027,family allowance legislation unkept promises,Social Policy,0.25,,
2218045,order of business on government bills,Parliamentary Affairs,0.75,,
2218054,amendments to Export and Import Permits Act,Trade & Industry,0.0,,
2218089,world fair location and establishment,Trade & Industry,0.25,,
2218098,change name of Trans-Canada Air Lines,Trade & Industry,0.0,,
2218145,question period rules,Parliamentary Affairs,0.75,,
2218182,announcement of new agricultural policy,Agriculture & Natural Resources,0.0,,
2218212,grain sales to Czechoslovakia,Trade & Industry,0.0,,
2218257,veterans' hospital staff interests,Social Policy,0.25,,
2218284,civil service recruitment and training,Government Operations & Ethics,0.0,,
2218290,civil service employment qualifications,Government Operations & Ethics,0.25,,
2218312,temporary departmental personnel appointments,Government Operations & Ethics,0.25,,
2218334,civil service and foreign technicians for specialized industry,Trade & Industry,0.0,,
2218371,transfer of small business branch,Government Operations & Ethics,0.0,,
2218404,revision of labour legislation and ILO conventions,Trade & Industry,0.25,,
2218406,ILO convention on employee termination,Trade & Industry,0.25,,
2218424,clarification of bill standing order,Parliamentary Affairs,0.75,,
2218465,manufacturing industries and production,Trade & Industry,0.0,,
2218467,increasing production efficiency and exports,Trade & Industry,0.0,,
2218497,information for small industry,Trade & Industry,0.25,,
2218507,repeal of Defence Production Act,Trade & Industry,0.25,,
2218525,unemployment insurance and area designation,Social Policy,0.25,,
2218526,transportation costs and area development,Economic & Fiscal Policy,0.25,,
2218547,economic development designated area legislation,Economic & Fiscal Policy,0.25,,
2218567,amendment to bill C-74,Parliamentary Affairs,0.5,,
2218582,area development agency appointment,Government Operations & Ethics,0.0,,
2218617,review of armed forces equipment,Foreign Affairs & Defence,0.0,,
2218631,St. Helen and Notre Dame island security work,Government Operations & Ethics,0.0,,
2218685,Soulanges canal purchase,Trade & Industry,0.0,,
2218745,grain sales to East Germany,Trade & Industry,0.0,,
2218750,legal opinion on finance department appointments,Government Operations & Ethics,0.25,,
2218774,adoption of the metric system for trade,Trade & Industry,0.1,,
2218777,world exhibition site decision,Government Operations & Ethics,0.25,,
2218780,Canada's trade policy and economic development,Trade & Industry,0.1,,
2218855,Elliot Lake economic status and uranium ore stockpiling,Economic & Fiscal Policy,0.0,,
2218858,press releases from restrictive trade practices commission,Trade & Industry,0.0,,
2218881,grants for student residence accommodation,Social Policy,0.0,,
2218893,Indian Act recommendations on band councils,Indigenous & Northern Affairs,0.0,,
2218929,Gaspe railway construction costs and representations,Trade & Industry,0.0,,
2218938,transportation allowance for defence employees,Government Operations & Ethics,0.0,,
2218956,Vancouver port planning committee,Trade & Industry,0.0,,
2219012,representation of French Canadians in public service,Government Operations & Ethics,0.25,,
2219014,French Canadian representation in public affairs,Government Operations & Ethics,0.25,,
2219033,federal-provincial relations and municipal assistance,Intergovernmental & Constitutional Affairs,0.25,,
2219039,unanimous agreement to take up a motion,Parliamentary Affairs,0.75,,
2219043,great lakes labour dispute meeting,Trade & Industry,0.25,,
2219077,engineering groups meeting and agreement,Trade & Industry,0.0,,
2219096,point of order,Parliamentary Affairs,1.0,,
2219123,federal-provincial conference on fishing industry welfare,Agriculture & Natural Resources,0.0,,
2219128,mail truck robberies,"Justice, Rights & Immigration",0.0,,
2219158,administration of Nunassiaq territory,Indigenous & Northern Affairs,0.25,,
2219175,expeditious passage of legislation,Parliamentary Affairs,0.5,,
2219182,Northwest Territories government structure,Indigenous & Northern Affairs,0.25,,
2219226,budget procedure and fiscal control,Economic & Fiscal Policy,0.5,,
2219279,federal-provincial ownership of islands,Intergovernmental & Constitutional Affairs,0.25,,
2219345,Bank of Canada market transactions,Economic & Fiscal Policy,0.0,,
2219353,manufacturers' sales tax,Economic & Fiscal Policy,0.0,,
2219360,income tax refund procedure,Economic & Fiscal Policy,0.0,,
2219364,sales tax refunds and taxpayer good faith,Economic & Fiscal Policy,0.0,,
2219378,order of business,Parliamentary Affairs,1.0,,
2219559,Atlantic Development Board Act proposals,Economic & Fiscal Policy,0.25,,
2219602,federal-provincial fiscal transfers to Newfoundland,Intergovernmental & Constitutional Affairs,0.25,,
2219705,Atlantic Development Board funding and scope,Economic & Fiscal Policy,0.25,,
2219731,Atlantic Development Board Act clarification,Economic & Fiscal Policy,0.25,,
2219744,Atlantic Development Board capital fund,Economic & Fiscal Policy,0.25,,
2219764,department of industry and private business,Trade & Industry,0.25,,
2219804,point of order,Parliamentary Affairs,0.75,,
2219845,stock exchange trading inquiries,Economic & Fiscal Policy,0.0,,
2219865,equalization payments under tax sharing arrangements,Intergovernmental & Constitutional Affairs,0.0,,
2219867,Aiyansh flood expenditures,Social Policy,0.0,,
2219989,fines for Combines Investigations Act infractions,"Justice, Rights & Immigration",0.0,,
2220095,closing of experimental farm sheep department,Agriculture & Natural Resources,0.0,,
2220201,Atlantic Development Board Act amendments,Intergovernmental & Constitutional Affairs,0.25,,
2220220,Atlantic provinces minimum payment,Economic & Fiscal Policy,0.25,,
2220274,appointment of persons to Department of Finance,Government Operations & Ethics,0.25,,
2220332,question of privilege on classified information,Parliamentary Affairs,0.75,,
2220383,parliamentary procedure,Parliamentary Affairs,1.0,,
2220458,appointments to a board,Government Operations & Ethics,0.25,,
2220595,bill expenditure of public funds,Economic & Fiscal Policy,0.75,,
2220597,economic development board for South Renfrew,Economic & Fiscal Policy,0.25,,
2220611,parliamentary sitting hours,Parliamentary Affairs,0.25,,
2220643,unclear,Parliamentary Affairs,0.75,,
2220664,Liberal party policy analysis,Government Operations & Ethics,0.25,,
2220692,ARDA legislation and municipal loan fund,Agriculture & Natural Resources,0.25,,
2220698,Economic Council of Canada legislation,Government Operations & Ethics,0.25,,
2220706,rights of the individual,"Justice, Rights & Immigration",0.25,,
2220750,tabling of supply report,Parliamentary Affairs,0.25,,
2220769,report on supply for fiscal year 1963,Parliamentary Affairs,0.25,,
2220792,federal assistance for highways,Intergovernmental & Constitutional Affairs,0.25,,
2220843,Columbia river treaty wording,Foreign Affairs & Defence,0.5,,
2220889,budget resolutions and customs tariff,Economic & Fiscal Policy,0.25,,
2220965,national harbours board and radio station application,Government Operations & Ethics,0.25,,
2220984,railway run-throughs and union negotiations,Trade & Industry,0.25,,
2220991,election timing of policy matters,Government Operations & Ethics,0.5,,
2220997,railway transportation improvements in Saguenay,Trade & Industry,0.0,,
2221001,Air Canada bilingualism and CNR employee unionization,Trade & Industry,0.25,,
2221007,Trans-Canada Air Lines aircraft purchase and air traffic control pay,Trade & Industry,0.1,,
2221037,order of business on government statements,Parliamentary Affairs,0.75,,
2221084,Canadian armed forces UN stand-by battalion,Foreign Affairs & Defence,0.0,,
2221092,contracts and payments to consultants,Government Operations & Ethics,0.0,,
2221144,MacFarland Construction Co. contracts and complaints,Government Operations & Ethics,0.0,,
2221261,information on member cases,Parliamentary Affairs,0.25,,
2221275,appointment of legal agents by Minister of Justice,"Justice, Rights & Immigration",0.0,,
2221296,land transfer for penitentiary institution,"Justice, Rights & Immigration",0.0,,
2221357,budget and election timing,Economic & Fiscal Policy,0.25,,
2221393,agricultural commodities stabilization account losses,Agriculture & Natural Resources,0.0,,
2221415,federal-provincial relations on Columbia River treaty,Intergovernmental & Constitutional Affairs,0.25,,
2221510,National Housing Act reimbursement for CMHC,Social Policy,0.0,,
2221588,state of the Canadian economy,Economic & Fiscal Policy,0.25,,
2221695,Pas-samaquoddy power project,Agriculture & Natural Resources,0.0,,
2221734,carillon programs for tourists,Government Operations & Ethics,0.0,,
2221755,Prairie Grain Advance Payment Act operation,Agriculture & Natural Resources,0.0,,
2221795,wheat deal with China,Trade & Industry,0.0,,
