",Conservative (1867-1942),,Arthur Meighen,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=d02a7b53-dad0-4944-82b0-aed9054a7bc2&Language=E&Section=ALL
726402,ca.proc.d.1925-02-19.17.1.150,1925-02-19,deaf5a4f-d8a1-49b8-a81b-f90eeaf06463,ca.m.9018,Mr. McMASTER:,,BRITISH NORTH AMERICA ACT,PROPOSED CHANGE IN METHOD OF MAKING AMENDMENTS,,"Does the House not realize that the people of Canada to-day are just as united as the people of sixty years ago? If reasonable provisions were made for the protection of minorities sixty years ago, is there any reasonable ground to believe that that protection will be removed by Canadians sixty years later?

",Liberal,,Andrew Ross McMaster,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=deaf5a4f-d8a1-49b8-a81b-f90eeaf06463&Language=E&Section=ALL
726403,ca.proc.d.1925-02-19.17.1.151,1925-02-19,d02a7b53-dad0-4944-82b0-aed9054a7bc2,ca.m.4870,Mr. MEIGHEN:,Leader of the Official Opposition,BRITISH NORTH AMERICA ACT,PROPOSED CHANGE IN METHOD OF MAKING AMENDMENTS,,"Who decides on the
reasonableness of the assurance? Has the minority itself not the right? Can anybody take it from them?

",Conservative (1867-1942),,Arthur Meighen,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=d02a7b53-dad0-4944-82b0-aed9054a7bc2&Language=E&Section=ALL
726404,ca.proc.d.1925-02-19.17.1.152,1925-02-19,deaf5a4f-d8a1-49b8-a81b-f90eeaf06463,ca.m.9018,Mr. McMASTER:,,BRITISH NORTH AMERICA ACT,PROPOSED CHANGE IN METHOD OF MAKING AMENDMENTS,,"I would presume that
in such a conference all the provinces and all elements would be represented. All the minorities in the provinces would be represented. Let me give the House an instance, from my own little county in my own province. In the last by-election we had in that county for the Quebec legislature, it was felt 'by some that it would be only fitting and right, as the county was represented by an English speaking Protestant at Ottawa that a French Roman Catholic should represent the county at Quebec. The difference in population was not more than 60 English speaking Protestants to 40 French speaking Catholics. We had the leader of the party
in power in the province of Quebec coming to the county of Brome, telling his own co-religionists and compatriots that the Protestants of Quebec had already too small a proportion of the membership in the Quebec legislature, and asking them not to change the old custom, but to see that the English speaking Protestant was elected, and he was elected. And that is the principle which has ruled us in the province of Quebec. It is the principle, I believe, whoch animates the people of Canada, and that is the spirit which we have to trust in all constitutional matters. Now the hon. member who has just resumed his seat said that in any conference the rights of a province, if any changes were made-and I do not contemplate that there would be any serious changes made-

",Liberal,,Andrew Ross McMaster,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=deaf5a4f-d8a1-49b8-a81b-f90eeaf06463&Language=E&Section=ALL
726405,ca.proc.d.1925-02-19.17.1.153,1925-02-19,d532de86-ad09-46e3-a8c4-9e590cdd3f60,ca.m.6929,Mr. MARLER:,,BRITISH NORTH AMERICA ACT,PROPOSED CHANGE IN METHOD OF MAKING AMENDMENTS,,"Then why take the right
to make changes?

",Liberal,,Herbert Meredith Marler,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=d532de86-ad09-46e3-a8c4-9e590cdd3f60&Language=E&Section=ALL
726406,ca.proc.d.1925-02-19.17.1.154,1925-02-19,deaf5a4f-d8a1-49b8-a81b-f90eeaf06463,ca.m.9018,Mr. McMASTER:,,BRITISH NORTH AMERICA ACT,PROPOSED CHANGE IN METHOD OF MAKING AMENDMENTS,,"Just because I want
the right to make changes if changes are necessary, because I believe in freedom and not in restriction, because after all I am a Liberal and not a Tory, because I believe that freedom is not only good in itself, but it is the thing that has contributed more than anything else to develop our national institutions and to advance our national progress. We want to be free. Why, when the populations of many of the countries of Europe were under despotisms, it was the pride of an Englishman to say that he was a free man, a free Englishman, and he was proud of the comparative freedom of his institutions as compared with those of other countries. When Australia, the United States, Great Britain and France have the right to amend their own constitutions, I do not, for the life of me, see why Canada should not have the same right.

",Liberal,,Andrew Ross McMaster,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=deaf5a4f-d8a1-49b8-a81b-f90eeaf06463&Language=E&Section=ALL
726407,ca.proc.d.1925-02-19.17.1.155,1925-02-19,d532de86-ad09-46e3-a8c4-9e590cdd3f60,ca.m.6929,Mr. MARLER:,,BRITISH NORTH AMERICA ACT,PROPOSED CHANGE IN METHOD OF MAKING AMENDMENTS,,"Later on in his admirable address, the hon. member will probably tell us of the obligations which freedom brings about.

",Liberal,,Herbert Meredith Marler,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=d532de86-ad09-46e3-a8c4-9e590cdd3f60&Language=E&Section=ALL
726408,ca.proc.d.1925-02-19.17.1.156,1925-02-19,f0d1049a-4acc-4789-a93f-b3bceae69e3f,ca.m.8624,Mr. IRVINE:,,BRITISH NORTH AMERICA ACT,PROPOSED CHANGE IN METHOD OF MAKING AMENDMENTS,,"Is the hon. member afraid of them?

",Labour,,William Irvine,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=f0d1049a-4acc-4789-a93f-b3bceae69e3f&Language=E&Section=ALL
726409,ca.proc.d.1925-02-19.17.1.157,1925-02-19,deaf5a4f-d8a1-49b8-a81b-f90eeaf06463,ca.m.9018,Mr. McMASTER:,,BRITISH NORTH AMERICA ACT,PROPOSED CHANGE IN METHOD OF MAKING AMENDMENTS,,"I will tell of the obligations which freedom brings about and' those obligations have never been declined by this country. When some ten yeans ago, it is going on now for eleven years, there came a great conflict in which we believed we were in the right and in which the peoples who were associated with us by blood on the other side of the world were also engaged, I do not believe we took refuge in any subordinate condition of our constitution to evade the
B.N.A. Act Amendment

necessities of the situation. My learned and hon. friend said this: ""In a conference of the provinces of the Dominion, the provinces would inevitably lose rights and the Dominion would acquire rights.""

",Liberal,,Andrew Ross McMaster,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=deaf5a4f-d8a1-49b8-a81b-f90eeaf06463&Language=E&Section=ALL
726410,ca.proc.d.1925-02-19.17.1.158,1925-02-19,d532de86-ad09-46e3-a8c4-9e590cdd3f60,ca.m.6929,Mr. MARLER:,,BRITISH NORTH AMERICA ACT,PROPOSED CHANGE IN METHOD OF MAKING AMENDMENTS,,"Nothing of the kind.

",Liberal,,Herbert Meredith Marler,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=d532de86-ad09-46e3-a8c4-9e590cdd3f60&Language=E&Section=ALL
726411,ca.proc.d.1925-02-19.17.1.159,1925-02-19,deaf5a4f-d8a1-49b8-a81b-f90eeaf06463,ca.m.9018,Mr. McMASTER:,,BRITISH NORTH AMERICA ACT,PROPOSED CHANGE IN METHOD OF MAKING AMENDMENTS,,"I listened to my hon. friend""s remarks with great attentiveness, and my recollection of his argument is that he said it would be dangerous to have a constitutional conference because, in that constitutional conference, provinces might lose rights which they now enjoy. It is just as possible that at such conference provinces might gain rights which they do not now enjoy. If we had the right to amend the *constitution, the sovereignty being divided now between the Dominion and the provinces, if it was thought best to give to the provinces certain rights -which they do not now enjoy, it would' be quite competent to give them. If it was thought best in the interest of the whole country to take certain powers now exercised by the provinces and give them to the Dominion, that could be done as well. There is no foundation for the assertion that a conference of the provinces with the Dominion would, of necessity, result in a depreciation of the powers of the provinces.

",Liberal,,Andrew Ross McMaster,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=deaf5a4f-d8a1-49b8-a81b-f90eeaf06463&Language=E&Section=ALL
726412,ca.proc.d.1925-02-19.17.1.160,1925-02-19,78eadf97-c6a9-462a-b669-6f6616adf0ba,ca.m.7702,Mr. CARROLL:,,BRITISH NORTH AMERICA ACT,PROPOSED CHANGE IN METHOD OF MAKING AMENDMENTS,,"Supposing that there was a conference of the dominion and the provinces and they agreed that Canada should be allowed to amend its constitution by federal act, would my hon. friend then say that this House of Commons, the Senate and the Governor General should be allowed to amend' the confederation of Canada and the provinces without reference to the provinces?

",Liberal,,William F. Carroll,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=78eadf97-c6a9-462a-b669-6f6616adf0ba&Language=E&Section=ALL
726413,ca.proc.d.1925-02-19.17.1.161,1925-02-19,deaf5a4f-d8a1-49b8-a81b-f90eeaf06463,ca.m.9018,Mr. McMASTER:,,BRITISH NORTH AMERICA ACT,PROPOSED CHANGE IN METHOD OF MAKING AMENDMENTS,,"No, I would not. My idea would be that the provinces and ourselves should decide upon some method which required the concurrence, not only of a majority, but of a large majority of the provinces, and not only of a large majority of the provinces, but of a large majority of the people of the provinces I would have it very much along the same lines as that which gives to the American people the right to amend' their constitution. I would not have it require the concurrence of all of the provinces, because that would mean that one province could set itself up against the rest and demand better terms.

",Liberal,,Andrew Ross McMaster,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=deaf5a4f-d8a1-49b8-a81b-f90eeaf06463&Language=E&Section=ALL
726414,ca.proc.d.1925-02-19.17.1.162,1925-02-19,fd945515-43b5-4eed-9b1c-8c100beef111,ca.m.4728,Mr. VIEN:,,BRITISH NORTH AMERICA ACT,PROPOSED CHANGE IN METHOD OF MAKING AMENDMENTS,,"On that, my hon. friend will surely not contend that if one province refuses an amendment, a majority of the others can compel it to accept such an amendment.

A contract between contracting parties cannot be amended' without the consent of all of the parties.

",Liberal,,Thomas Vien,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=fd945515-43b5-4eed-9b1c-8c100beef111&Language=E&Section=ALL
726415,ca.proc.d.1925-02-19.17.1.163,1925-02-19,deaf5a4f-d8a1-49b8-a81b-f90eeaf06463,ca.m.9018,Mr. McMASTER:,,BRITISH NORTH AMERICA ACT,PROPOSED CHANGE IN METHOD OF MAKING AMENDMENTS,,"I know that and I propose to have a new contract between the Dominion and the provinces whereby, under certain conditions, changes could be made, not upon a bare majority, but upon a majority of say two-thirds, not only of the provinces themselves, but of the people of the provinces.

",Liberal,,Andrew Ross McMaster,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=deaf5a4f-d8a1-49b8-a81b-f90eeaf06463&Language=E&Section=ALL
726416,ca.proc.d.1925-02-19.17.1.164,1925-02-19,fd945515-43b5-4eed-9b1c-8c100beef111,ca.m.4728,Mr. VIEN:,,BRITISH NORTH AMERICA ACT,PROPOSED CHANGE IN METHOD OF MAKING AMENDMENTS,,"That would never be accepted.
