basepk,topic,error
564414,letter carriers' salary reclassification,
564196,regulation of political campaign contributions,
564182,the recall of elected representatives,
564384,Quebec Bridge construction costs,
564368,unification of parliamentary administrative branches,
564353,criminalization of political campaign funds,
564329,regulation of political campaign funds,
564057,regulation of election campaign fund contributions,
564147,regulation of federal election campaign expenditures,
564273,Nova Scotia mackerel fishery statistics,
564230,provincial electoral franchise and historical legislative discrimination,
564295,legislative procedure for introducing bills,
564091,campaign election financing expenses,
564239,telegraph transmission accuracy regulations,
564221,prohibition of political campaign contributions,
564237,electoral franchise legislation criticism,
564302,prohibition of political campaign funds,
564146,reform of election campaign expenditure disclosure,
564313,regulation of campaign funds,
564224,public funding of election expenses,
564296,water carriage of goods legislation,
564200,restrictions on corporate political contributions,
564385,Quebec Bridge financial expenditures,
564202,disclosure of political election contributions,
564322,election campaign expense regulations,
564333,prohibition of the liquor traffic,
564312,regulation of political campaign funds,
564388,disposal of surplus war stores,
564059,regulation of election campaign contributions,
564292,liability for water carriage of goods,
564403,currency exchange rates for Canadian soldiers,
564335,political campaign financing and party corruption,
564323,political movement and prohibition advocacy,
564191,regulation of political campaign contributions,
564325,criticism of political rhetoric and social philosophy,
564280,compensation for 1918 Quebec riot victims,
564212,disclosure of political campaign contributions,
564048,regulation of political campaign contributions,
564402,Toronto harbour development and canal depths,
564439,consolidation of dominion lands act amendments,
564465,Grand Trunk Railway agreement amendment,
564462,ratification of government agreement with company,
564431,rural mail delivery contract adjustments,
564317,campaign election expenses and integrity,
564464,Grand Trunk Railway acquisition agreement correspondence,
564460,Grand Trunk Railway acquisition agreement,
564476,Grand Trunk Railway acquisition agreement,
564340,regulation of political campaign funds,
564451,parliamentary procedure for legislative committee consolidation,
564448,naturalization requirements for dominion lands patents,
564441,Dominion Lands Act homesteading concessions for veterans,
564486,Grand Trunk railway acquisition agreement,
564513,ratification of Grand Trunk Railway agreement,
564482,Grand Trunk Railway acquisition legislation,
564480,ratification of Grand Trunk Railway agreement,
564461,Grand Trunk Railway acquisition agreement,
564496,acquisition of the Grand Trunk Railway,
564556,regulation of maple syrup production,
564543,prohibition of adulterated maple products labeling,
564685,food adulteration regulations,
564710,legal procedures of the Food and Drugs Act,
564504,Grand Trunk Railway acquisition and integration,
564492,Grand Trunk Railway acquisition documents,
564472,Grand Trunk Railway acquisition agreement,
564553,regulation of maple product labeling,
564557,regulation of maple product labeling,
564709,criminal procedure in the Food and Drugs Act,
564687,informant provisions in the Food and Drugs Act,
564731,appeals process in the Food and Drugs Act,
564659,food and drug product labeling regulations,
564732,enforcement provisions of the Food and Drugs Act,
564778,civil service cost-of-living bonus payments,
564756,penalties for second offences under food and drug legislation,
564811,civil service commission recommendations and administrative distribution,
564789,civil service salary bonuses,
564817,distribution of soldier settlement bonuses,
564457,acquisition of the Grand Trunk Railway,
564799,cost of living bonus for public servants,
