basepk,topic,category,procedural_score,error_x,error_y
2206973,railway employee classification and compensation,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
2206985,experimental farm near Fort William,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
2206991,labour force survey personnel changes,Government & Electoral Affairs,0.0,,
2206994,immigrant sponsorship regulations and policy,"Justice, Rights & Immigration",0.0,,
2207012,adjudication of claims in Quebec,"Justice, Rights & Immigration",0.0,,
2207029,Farm Credit Corporation loans by county,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
2207053,federal contributions for technical and vocational training,Social Policy,0.0,,
2207062,roads to resources agreement New Brunswick,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
2207075,bank interest charges and Bank Act revision,Economy & Public Finance,0.0,,
2207099,Transair Ltd. air transport licence,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
2207110,mental health grant allocation to provinces,Social Policy,0.0,,
2207113,mental health services and national survey,Social Policy,0.0,,
2207147,frigate and submarine construction costs,Defence & National Security,0.0,,
2207151,ARDA legislation and projects in British Columbia,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
2207154,Combines Investigation Act inquiry into automotive oils,"Justice, Rights & Immigration",0.0,,
2207167,airport construction project timeline,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
2207173,Canadian Arsenals Limited production rate,Defence & National Security,0.0,,
2207176,radioactive fall-out monitoring program,Defence & National Security,0.0,,
2207182,Canadian military ensigns and flags,Defence & National Security,0.0,,
2207204,expenditures under Fitness and Amateur Sport Act,Social Policy,0.0,,
2207223,federal-provincial university funding,Social Policy,0.0,,
2207235,daily travel allowance for Toronto airport employees,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
2207259,federal contribution to access roads,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
2207274,federal-provincial land use projects,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
2207280,Alberta vocational training projects and costs,Social Policy,0.0,,
2207291,government butter and butter oil stocks and costs,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
2207294,Great Lakes water levels and navigation,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
2207318,death of Pope John XXIII,Trade & Foreign Affairs,0.25,,
2207319,condolences on death of Pope John XXIII,Trade & Foreign Affairs,0.0,,
2207326,federal-provincial discussions on British Columbia,Constitutional & Intergovernmental Relations,0.25,,
2207331,Soviet proposal for denuclearised zones,Trade & Foreign Affairs,0.25,,
2207335,Canadian relief contribution to Pakistan,Trade & Foreign Affairs,0.0,,
2207397,NORAD agreement and airfields,Defence & National Security,0.0,,
2207401,RCAF officer statements at NORAD,Defence & National Security,0.0,,
2207451,bread price increases in Montreal,Economy & Public Finance,0.0,,
2207463,Canada's contributions to freedom from hunger campaign,Trade & Foreign Affairs,0.0,,
2207474,Canadian government policy on espionage and security,"Justice, Rights & Immigration",0.0,,
2207476,RCMP security inquiries on university campuses,"Justice, Rights & Immigration",0.25,,
2207478,RCMP inquiry into peace marchers,"Justice, Rights & Immigration",0.25,,
2207483,R.C.M.P. security and parliamentary inquiry,"Justice, Rights & Immigration",0.25,,
2207515,definition of disability under Disabled Persons Act,Social Policy,0.1,,
2207517,definition of disability in Disabled Persons Act,Social Policy,0.0,,
2207535,fisheries policy statement,"Sectoral Policy: Resources, Agriculture & Transport",0.25,,
2207543,congratulations on appointment as Minister of Finance,Economy & Public Finance,0.25,,
2207545,interim supply estimates,Economy & Public Finance,0.25,,
2207548,old age security program timing,Social Policy,0.75,,
2207551,federal government policy on portable pensions,Social Policy,0.25,,
2207558,Gordon Harry Knott navy dismissal error,Defence & National Security,0.25,,
2207562,RCMP report consideration,"Justice, Rights & Immigration",0.25,,
2207576,civil service matters and budget considerations,Economy & Public Finance,0.25,,
2207578,civil service pay and pensions,Social Policy,0.1,,
2207579,staff association negotiations,Government & Electoral Affairs,0.25,,
2207603,special warrants and Financial Administration Act,Economy & Public Finance,0.0,,
2207617,Canada's 12-mile exclusive fisheries zone,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
2207618,Canada's 12-mile fishing zone,"Sectoral Policy: Resources, Agriculture & Transport",0.1,,
2207664,international north Pacific fisheries commission recommendations,"Sectoral Policy: Resources, Agriculture & Transport",0.25,,
2207670,north Pacific fisheries commission advisory committee,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
2207680,fish marketing regulations,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
2207704,welfare allowances for employable persons,Social Policy,0.0,,
2207753,Canadian Wheat Board interim payments,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
2207760,financial aid for Indian students,Social Policy,0.0,,
2207826,unemployment insurance for lumbermen,Social Policy,0.0,,
2207902,Representation Act and electoral district names,Government & Electoral Affairs,0.25,,
2207909,geographic name changes,Government & Electoral Affairs,0.5,,
2207944,order of business for economic council bill,Economy & Public Finance,0.75,,
2207954,Columbia River Treaty negotiations,Constitutional & Intergovernmental Relations,0.0,,
2207955,Columbia River Treaty downstream benefits,Constitutional & Intergovernmental Relations,0.25,,
2207974,penitentiary staff working conditions and complaints,"Justice, Rights & Immigration",0.0,,
2207979,Canadian forces defence undertakings,Defence & National Security,0.0,,
2208000,health research and personal expenditures,Social Policy,0.0,,
2208003,national building code earthquake provisions,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
2208006,disposal of sewage from cabin cruisers,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
2208012,installation of rail lines on pier C,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
2208030,UN member state contributions arrears,Trade & Foreign Affairs,0.0,,
2208033,appointment of CNR president Donald Gordon,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
2208050,timber sales and band fund deposits,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
2208056,Lake Union Air Service licence suspension,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
2208065,uranium mine closures and government examination,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
2208071,uranium production and contracts,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
2208093,milk and wheat radiation analysis,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
2208096,Royal Military College coat of arms,Defence & National Security,0.0,,
2208132,Canadian wheat board mission to Hong Kong,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
2208144,international sugar agreement protocol,Trade & Foreign Affairs,0.0,,
2208191,disclosure of government commitments,Economy & Public Finance,0.5,,
2208283,north pacific fisheries convention delegation,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
2208290,north Pacific fisheries treaty discussions,"Sectoral Policy: Resources, Agriculture & Transport",0.5,,
2208340,Yukon flood relief efforts,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
2208374,availability of French Hansard,Parliamentary Procedure,0.25,,
2208389,awarding of public works contracts,Economy & Public Finance,0.25,,
2208422,National Housing Act,"Sectoral Policy: Resources, Agriculture & Transport",0.25,,
2208440,order of business,Parliamentary Procedure,0.75,,
2208829,question of privilege regarding motion recording,Parliamentary Procedure,0.75,,
2208830,point of privilege on production of papers,Parliamentary Procedure,0.75,,
2208831,accuracy of Votes and Proceedings records,Parliamentary Procedure,0.5,,
2208832,unanimous consent for production of papers,Parliamentary Procedure,0.75,,
2208839,unanimous consent to amend motion,Parliamentary Procedure,0.75,,
2208842,question of privilege regarding motion reservations,Parliamentary Procedure,0.75,,
2208911,legality of board chairman appointment,Government & Electoral Affairs,0.25,,
2209019,US air force base closure staff dislocation,Defence & National Security,0.0,,
2209024,railway line abandonment policy,"Sectoral Policy: Resources, Agriculture & Transport",0.25,,
2209082,nuclear weapons policy and NATO commitments,Defence & National Security,0.25,,
2209084,Canada's nuclear arms commitment,Defence & National Security,0.25,,
2209093,Canada's nuclear arms commitment under NATO,Defence & National Security,0.25,,
2209102,Canada's role in NATO nuclear weapons,Defence & National Security,0.25,,
2209104,defence policy and NATO commitments,Defence & National Security,0.25,,
2209106,nuclear weapons and NATO defence policy,Defence & National Security,0.25,,
2209138,NATO nuclear strike force and disarmament,Defence & National Security,0.25,,
2209141,defence commitments and nuclear weapons,Defence & National Security,0.25,,
2209142,production of government documents on commitments,Parliamentary Procedure,0.25,,
2209144,Canadian forces in Europe NATO commitments,Defence & National Security,0.25,,
2209150,Canada's nuclear weapons policy and commitments,Defence & National Security,0.25,,
2209152,establishment of a permanent defence committee,Defence & National Security,0.25,,
2209208,Harvard training aircraft air display,Defence & National Security,0.25,,
2209211,Canada-US defence production sharing,Defence & National Security,0.0,,
2209230,Japanese voluntary export restraints,Trade & Foreign Affairs,0.25,,
2209255,north Pacific fisheries commission delegates,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
2209335,committee size and composition,Parliamentary Procedure,0.5,,
2209395,Dawson City festival foundation financial situation,Economy & Public Finance,0.0,,
2209412,RCMP employee information requests,"Justice, Rights & Immigration",0.25,,
2209417,parliamentary debate on defence committee formation,Defence & National Security,0.5,,
2209424,defence policy committee membership,Defence & National Security,0.25,,
2209430,NATO defence policy and nuclear deterrents,Defence & National Security,0.25,,
2209432,Canada's role in NATO conventional defence,Defence & National Security,0.25,,
2209434,ex-prime minister's reliance on sources for defence policy,Defence & National Security,0.25,,
2209436,Canada's role in NATO nuclear forces,Defence & National Security,0.25,,
2209448,CF-104 aircraft procurement and NATO role,Defence & National Security,0.25,,
2209454,CF-104 nuclear capability debate,Defence & National Security,0.25,,
2209456,Canadian nuclear role in NATO,Defence & National Security,0.25,,
2209458,NATO air division role and equipment,Defence & National Security,0.25,,
2209462,NATO nuclear forces and multilateral force,Defence & National Security,0.25,,
