basepk,category,error
558562,Wartime,
560342,Immigration,
560008,Budget,
560980,Immigration,
560459,Other,
560226,Immigration,
560693,Other,
559712,Infrastructure,
558471,International relations,
560993,Immigration,
560353,Other,
560724,Other,
560422,Budget,
560338,Immigration,
560874,Wartime,
561104,Infrastructure,
560872,Trade,
560473,Other,
560869,Other,
558521,Other,
560567,Other,
559936,Infrastructure,
560780,Other,
560287,Immigration,
560224,Other,
558520,Other,
560425,Budget,
559944,Infrastructure,
560820,Other,
558496,Other,
560615,Other,
558859,Wartime,
560838,Other,
561102,Infrastructure,
560999,Immigration,
560469,Other,
560756,Other,
560861,Trade,
560068,Other,
560436,Budget,
560778,Other,
560897,Other,
559072,Other,
560629,Other,
559945,Infrastructure,
560304,Other,
561081,Infrastructure,
561046,Infrastructure,
561117,Infrastructure,
561231,Infrastructure,
561315,Infrastructure,
561181,Infrastructure,
561118,Infrastructure,
561214,Infrastructure,
563675,Infrastructure,
561421,Infrastructure,
563746,Infrastructure,
557645,Trade,
557856,Other,
561447,Infrastructure,
561227,Infrastructure,
561456,Trade,
561369,Infrastructure,
557729,Trade,
561294,Trade,
561276,Infrastructure,
561140,Infrastructure,
561220,Infrastructure,
563628,Infrastructure,
557688,Trade,
563707,Infrastructure,
563685,International relations,
557876,Wartime,
563808,Other,
561303,Infrastructure,
563615,Other,
563781,Other,
563958,Other,
561332,Infrastructure,
557672,Immigration,
563659,Wartime,
557739,Other,
563971,Other,
561230,Budget,
561201,Infrastructure,
561394,Infrastructure,
561164,Infrastructure,
564054,Other,
563698,Immigration,
561159,Infrastructure,
563756,Infrastructure,
561197,Infrastructure,
564053,Other,
563742,Other,
564057,Other,
563966,Other,
557690,Trade,
557899,Other,
557795,Infrastructure,
563967,Other,
563733,Trade,
557682,Wartime,
564051,Other,
561135,Infrastructure,
561319,Infrastructure,
563980,Other,
561422,Budget,
564091,Other,
561153,Infrastructure,
563969,Other,
563749,Infrastructure,
563789,Other,
561367,Infrastructure,
561200,Infrastructure,
557778,Trade,
564119,Other,
564117,Other,
564153,Other,
563833,Other,
557717,Trade,
564127,Other,
564094,Other,
564146,Other,
563761,Infrastructure,
564193,Other,
564384,Infrastructure,
564200,Other,
564323,Other,
564177,Other,
564129,Other,
564230,Other,
563771,Other,
564180,Other,
564196,Other,
564492,Other,
564296,Other,
564431,Infrastructure,
564464,Infrastructure,
564441,Wartime,
564315,Other,
564781,Budget,
564873,Budget,
564668,Health care,
564313,Other,
564486,Infrastructure,
564451,Other,
564460,Infrastructure,
564625,Health care,
564480,Infrastructure,
564772,Budget,
564476,Infrastructure,
564496,Infrastructure,
564317,Other,
564857,Infrastructure,
564292,Trade,
564581,Health care,
564865,Budget,
564898,Budget,
564710,Health care,
564237,Other,
564707,Health care,
564855,Infrastructure,
564694,Health care,
564669,Health care,
564703,Health care,
564856,Infrastructure,
564756,Health care,
564902,Budget,
564325,Other,
564778,Budget,
564731,Health care,
564715,Health care,
564597,Health care,
564846,Budget,
564793,Budget,
564992,Infrastructure,
564839,Budget,
564903,Budget,
564626,Health care,
564945,Infrastructure,
564472,Infrastructure,
564996,Other,
564892,Budget,
565134,Infrastructure,
565053,Infrastructure,
565000,Infrastructure,
564998,Infrastructure,
565008,Infrastructure,
565106,Infrastructure,
565016,Infrastructure,
565195,Infrastructure,
565113,Infrastructure,
565159,Infrastructure,
565006,Infrastructure,
565028,Infrastructure,
565031,Infrastructure,
565218,Infrastructure,
565332,Education,
565210,Infrastructure,
565222,Infrastructure,
565322,Budget,
565305,Other,
565215,Infrastructure,
565299,Income and Tax,
565224,Infrastructure,
565334,Education,
565235,Infrastructure,
565369,Education,
564258,Other,
565339,Education,
565337,Education,
565678,Infrastructure,
565304,Other,
565544,Other,
565448,Budget,
565953,Other,
565752,Infrastructure,
565554,Other,
565674,Infrastructure,
565880,Infrastructure,
564353,Other,
565624,Budget,
565831,International relations,
565377,Education,
565987,Infrastructure,
565672,Infrastructure,
565655,Other,
565360,Education,
565876,Infrastructure,
565661,Infrastructure,
565986,Infrastructure,
565864,Budget,
565917,Other,
565961,Wartime,
565688,Infrastructure,
565801,Budget,
565719,Infrastructure,
565702,Infrastructure,
565804,Wartime,
565705,Infrastructure,
565670,Infrastructure,
565997,Infrastructure,
565807,Wartime,
565762,Infrastructure,
565341,Education,
565962,Budget,
565703,Infrastructure,
566007,Infrastructure,
565630,Budget,
565957,Other,
565994,Infrastructure,
565819,Infrastructure,
565745,Infrastructure,
566006,Infrastructure,
565407,Other,
566013,Infrastructure,
566229,Other,
565635,Infrastructure,
566120,Wartime,
566083,Infrastructure,
565786,Other,
566215,Other,
565988,Infrastructure,
565750,Infrastructure,
566061,Infrastructure,
566234,Other,
566237,Other,
566053,Infrastructure,
566155,Other,
566217,Other,
566300,Other,
566297,Other,
564064,Other,
566351,Other,
566455,Infrastructure,
566190,Other,
566472,Other,
566355,Other,
566317,Other,
566410,Infrastructure,
566316,Other,
566551,Income and Tax,
566477,Infrastructure,
566529,Infrastructure,
566698,Other,
566364,Other,
566740,Infrastructure,
566700,Other,
566599,Other,
566702,Other,
566777,Infrastructure,
566694,Other,
566759,Budget,
566766,Other,
566588,Other,
567056,Infrastructure,
566486,Wartime,
566653,Other,
566859,Other,
566857,Other,
566754,Budget,
566711,Other,
566568,Other,
566758,Infrastructure,
567010,Infrastructure,
566800,Infrastructure,
566906,Education,
566703,Other,
566804,Budget,
566864,Infrastructure,
566873,Budget,
566384,Other,
566573,Other,
567102,International relations,
567130,Infrastructure,
567192,Health care,
567092,Other,
567189,Health care,
566336,Other,
567088,Health care,
566779,Infrastructure,
567246,Health care,
567185,Health care,
567268,Health care,
566952,Other,
567262,Health care,
567305,Health care,
566911,Infrastructure,
566879,Other,
567029,Infrastructure,
567265,Health care,
567253,Health care,
567390,Budget,
567330,Health care,
566602,Other,
567206,Health care,
564335,Other,
567319,Health care,
567440,Infrastructure,
567289,Health care,
566863,Infrastructure,
567414,Infrastructure,
567391,Budget,
567284,Health care,
567435,Health care,
567412,Budget,
567453,Infrastructure,
567449,Budget,
567399,Other,
567441,Infrastructure,
567522,Wartime,
567471,Infrastructure,
567563,Wartime,
567523,Wartime,
567597,Wartime,
567598,Wartime,
567446,Health care,
567929,Other,
567586,Wartime,
567878,Trade,
567552,Wartime,
567983,Health care,
567716,Health care,
568118,Infrastructure,
568042,Health care,
568041,Health care,
567975,Health care,
567733,Health care,
568134,Infrastructure,
567576,Wartime,
567524,Wartime,
567607,Wartime,
568117,Trade,
568021,Health care,
568112,Trade,
568214,Infrastructure,
568028,Health care,
568154,Infrastructure,
568033,Health care,
568156,Infrastructure,
568115,Infrastructure,
567792,Infrastructure,
568104,Infrastructure,
568229,Other,
568148,Infrastructure,
568272,Other,
568191,Other,
568204,Infrastructure,
567931,Other,
567630,Wartime,
568035,Health care,
567626,Wartime,
568066,Health care,
568368,Other,
568052,Health care,
568230,Other,
568160,Infrastructure,
568378,Other,
567968,Health care,
568232,Other,
568163,Infrastructure,
568408,Other,
568165,Income and Tax,
568228,Other,
568285,Other,
568407,Other,
568292,Other,
568001,Health care,
568387,Other,
568395,Other,
568466,Other,
568414,Other,
568384,Other,
568520,Wartime,
568393,Other,
568022,Health care,
568518,Other,
568440,Other,
568431,Other,
568508,Other,
568533,Other,
568480,Other,
568427,Other,
568413,Other,
568460,Immigration,
568588,Immigration,
561019,Other,
568667,Other,
568662,Other,
568597,Other,
568386,Other,
568548,Other,
568753,Infrastructure,
568666,Other,
568798,Trade,
568592,Other,
568717,Other,
568586,Immigration,
568485,Other,
568846,Trade,
568792,Trade,
568703,Other,
568594,Immigration,
568779,Other,
561729,Health care,
568852,Other,
561713,Trade,
568808,Trade,
561605,Health care,
568851,Other,
561541,Other,
568738,Other,
561554,Other,
561667,Health care,
561599,Health care,
561706,Health care,
561739,Health care,
568649,Other,
561598,Health care,
561751,Health care,
561774,Health care,
561602,Health care,
561832,Health care,
561626,Health care,
568930,Trade,
561823,Health care,
561619,Health care,
561747,Health care,
561767,Health care,
561638,Health care,
561732,Health care,
568856,Other,
561846,Infrastructure,
561766,Health care,
561882,Budget,
561900,Other,
562064,Health care,
564980,Infrastructure,
561795,Health care,
561827,Health care,
561649,Health care,
561752,Health care,
561845,Infrastructure,
561849,Infrastructure,
561851,Other,
561977,Infrastructure,
562003,Budget,
561624,Health care,
561705,Health care,
562578,Other,
562091,Other,
562573,Other,
561932,Immigration,
562113,Other,
561982,Other,
562525,Infrastructure,
562599,Budget,
562706,Infrastructure,
562702,Infrastructure,
562700,Infrastructure,
561902,Budget,
561773,Health care,
562641,International relations,
562633,Other,
561863,Infrastructure,
562577,Other,
562534,Wartime,
562685,Other,
562710,Other,
562592,Other,
562681,Other,
562714,Trade,
562734,Other,
562832,Other,
562819,Other,
562772,International relations,
562555,Other,
563045,Other,
563043,Other,
563305,Other,
563486,Other,
563437,Other,
563436,Other,
563371,Other,
562088,Other,
563599,Other,
563502,Other,
563610,Other,
563378,Other,
563348,Other,
563381,Other,
562584,Other,
562602,Other,
563604,Other,
571870,Infrastructure,
562876,Other,
563508,Other,
567288,Health care,
571865,Infrastructure,
563041,Other,
571858,Infrastructure,
563517,Other,
571799,Other,
571916,Other,
562916,Other,
571749,International relations,
571795,Income and Tax,
563531,Other,
571908,Other,
571886,Other,
571893,Other,
563362,Other,
571802,Trade,
571933,Other,
571918,Other,
571881,Other,
563088,Other,
571781,Other,
571821,Trade,
571957,Other,
571926,Other,
563042,Other,
563085,Other,
571997,Other,
563086,Other,
571964,Other,
571959,Other,
563044,Other,
571784,Infrastructure,
571885,Other,
571994,Other,
571995,Other,
571884,Other,
563019,Other,
571878,Infrastructure,
571905,Other,
562866,Other,
563203,Other,
572053,Other,
563193,Other,
563178,Other,
563107,Other,
563114,Other,
563167,Other,
571955,Other,
563271,Other,
563220,Other,
563218,Other,
563237,Other,
563275,Other,
563172,Other,
563293,Other,
572142,Other,
572077,Other,
572124,Immigration,
572052,Immigration,
572076,Immigration,
572129,Other,
572301,Health care,
572195,Other,
568399,Other,
572229,Immigration,
572226,Immigration,
572138,Immigration,
572278,Immigration,
572112,Immigration,
572317,Health care,
572329,Health care,
572119,Immigration,
572325,Health care,
572338,Other,
572332,Budget,
572282,Other,
572304,Health care,
572191,Other,
572381,Other,
572372,Other,
572333,Health care,
572339,Budget,
572385,Other,
572066,Immigration,
572318,Health care,
572412,Other,
572360,Other,
572340,Budget,
572399,Other,
572610,Other,
572619,Other,
572361,Other,
572405,Other,
572615,Other,
572436,Other,
572395,Other,
572586,Other,
572359,Other,
572402,Other,
572342,Health care,
572553,Other,
572584,Other,
572692,Other,
572662,Other,
572600,Other,
572345,Health care,
572654,Infrastructure,
572695,Other,
572552,Other,
572544,Other,
572747,Other,
572448,Other,
572526,Other,
562892,Other,
572369,Other,
572709,Other,
572453,Other,
572612,Other,
572766,Other,
572762,Other,
572811,Other,
572700,Other,
572809,Other,
572755,Other,
572772,Other,
572870,Other,
572831,Other,
572855,Other,
572830,Other,
572780,Other,
572840,Other,
572786,Other,
572807,Other,
572836,Other,
572519,Other,
572845,Other,
572853,Other,
572808,Other,
572764,Other,
572803,Other,
572463,Other,
572801,Other,
572878,Immigration,
572923,Other,
572872,Other,
572779,Other,
572887,Other,
572937,Other,
572938,Other,
572894,Other,
572690,Other,
572984,Other,
572926,Other,
572981,Other,
572941,Other,
572933,Other,
572930,Other,
572952,Other,
573042,Other,
573014,Other,
573071,Other,
573012,Other,
573134,Infrastructure,
573057,Other,
572995,Other,
573044,Other,
572960,Other,
573018,Other,
573032,Other,
573147,Other,
573048,Other,
572965,Other,
573069,Other,
572979,Other,
573003,Other,
573124,Infrastructure,
573068,Other,
573007,Other,
573051,Other,
573151,Other,
573062,Other,
573039,Other,
573058,Other,
573140,Other,
573067,Other,
573130,Infrastructure,
573066,Other,
568862,Other,
573061,Other,
573129,Infrastructure,
573171,Other,
573036,Other,
573037,Other,
573149,Other,
573170,Other,
573122,Other,
573132,Infrastructure,
573110,Other,
573152,Other,
573189,Other,
573173,Other,
573179,Other,
573221,Other,
573223,Other,
573204,Other,
573177,Other,
573200,Other,
573199,Other,
573250,Budget,
573136,Infrastructure,
573205,Other,
573271,Other,
573195,Other,
573176,Other,
573222,Other,
573233,Education,
573244,Other,
573211,Other,
573227,Other,
573234,Other,
573192,Other,
573237,Other,
573193,Other,
573294,Other,
573208,Other,
573269,Other,
573288,Other,
573262,Infrastructure,
573225,Other,
573242,Immigration,
573305,Other,
573290,Other,
573224,Other,
573318,Other,
573333,Other,
573246,Other,
573287,Other,
573291,Other,
573349,Other,
573325,Infrastructure,
573441,Wartime,
573341,Other,
573340,Other,
573323,Other,
573419,Trade,
573312,Trade,
573345,Other,
573394,Other,
573327,Other,
573342,Infrastructure,
573297,Other,
573429,Wartime,
573180,Other,
573347,Trade,
573324,Other,
573337,Infrastructure,
573476,Other,
573273,Budget,
573448,Other,
573253,Infrastructure,
573382,Infrastructure,
573355,Trade,
573481,Other,
573477,Other,
573458,Other,
573490,Other,
573504,Other,
573513,Other,
573522,Other,
573523,Other,
573483,Other,
573508,Other,
573514,Other,
573551,Other,
573457,Other,
573491,Other,
573528,Other,
572136,Immigration,
573480,Other,
573486,Other,
573531,Other,
573442,Wartime,
573589,Other,
573585,Other,
573590,Other,
573587,Other,
573532,Other,
573623,Other,
573596,Other,
573578,Other,
573598,Other,
573662,International relations,
573579,Other,
573648,International relations,
573627,International relations,
573310,Other,
573691,International relations,
573640,International relations,
573599,Other,
573597,Other,
573688,International relations,
573606,Other,
573628,International relations,
573536,Other,
573649,International relations,
573600,Other,
573624,Other,
573592,Other,
573652,International relations,
573707,International relations,
573651,International relations,
573693,International relations,
573854,Trade,
573538,Other,
573665,Other,
573529,Other,
573566,Other,
573699,International relations,
573630,International relations,
573697,International relations,
573715,International relations,
573739,Income and Tax,
573701,International relations,
573766,Trade,
573834,Budget,
573787,Wartime,
573824,Budget,
573837,Income and Tax,
573734,Income and Tax,
573765,Budget,
573564,Other,
573703,International relations,
573858,Budget,
573869,Trade,
573866,Trade,
573826,Budget,
573852,Trade,
573836,Income and Tax,
573916,Other,
573923,Other,
573932,International relations,
573768,Other,
573891,Trade,
573963,Budget,
573820,Budget,
573937,Other,
573966,International relations,
573828,Budget,
573973,Trade,
573886,Budget,
573984,Budget,
574116,Income and Tax,
