basepk,chunk_index,topic,category,procedural_score,error_x,error_y
2206635,0,CBC responsibility to parliament,Government Operations & Ethics,0.25,,
2206635,1,accountability of C.B.C. board of directors,Government Operations & Ethics,0.0,,
2206690,0,penitentiary construction schedule,Government Operations & Ethics,0.25,,
2206717,0,civil service postings and austerity,Government Operations & Ethics,0.25,,
2206746,0,appropriation for fiscal year 1964,Economic & Fiscal Policy,0.0,,
2206746,1,supplementary estimates for fiscal year 1964,Economic & Fiscal Policy,0.0,,
2206746,2,"appropriations for fiscal year ending March 31, 1964",Economic & Fiscal Policy,0.0,,
2206813,0,violation of rights,"Justice, Rights & Immigration",0.0,,
2206813,1,advertising fairness and bill weaknesses,Trade & Industry,0.25,,
2206813,2,advertising effectiveness and bill interpretation,Trade & Industry,0.0,,
2206813,3,broadcasting act and human rights,"Justice, Rights & Immigration",0.25,,
2206820,0,order of business,Parliamentary Affairs,0.75,,
2206895,0,university housing construction loans,Social Policy,0.0,,
2206895,1,federal grants to classical colleges,Social Policy,0.0,,
2206895,2,university funding and enrollment statistics,Social Policy,0.0,,
2206895,3,federal grants to Quebec universities,Social Policy,0.0,,
2206985,0,experimental farm for Thunder Bay area,Agriculture & Natural Resources,0.0,,
2207065,0,royal proclamation appointing arms of Canada,Government Operations & Ethics,0.0,,
2207075,0,bank interest charges and loan accounts,Economic & Fiscal Policy,0.0,,
2207092,0,chiropractic inclusion in medical care insurance,Social Policy,0.0,,
2207096,0,acquisition of newspaper by director of investigation,Government Operations & Ethics,0.0,,
2207109,0,mental health and hospital funding,Social Policy,0.0,,
2207143,0,federal-provincial technical and vocational training reimbursement,Social Policy,0.0,,
2207176,0,radioactive fall-out monitoring program,Agriculture & Natural Resources,0.0,,
2207176,1,radiation dose from radioactive fall-out,Agriculture & Natural Resources,0.0,,
2207239,0,common law wife income tax and UI,Social Policy,0.0,,
2207247,0,demolition of West Arichat light,Government Operations & Ethics,0.0,,
2207290,0,butter stocks and storage costs,Agriculture & Natural Resources,0.0,,
2207291,0,government butter and butter oil stocks and costs,Agriculture & Natural Resources,0.0,,
2207306,0,cabinet ministers' directorships,Government Operations & Ethics,0.0,,
2207436,0,tariff on sugar imports,Trade & Industry,0.0,,
2207451,0,bread prices and sugar costs,Economic & Fiscal Policy,0.0,,
2207476,0,communist activities on university campuses,"Justice, Rights & Immigration",0.0,,
2207476,1,RCMP information evaluation and dissemination,Government Operations & Ethics,0.0,,
2207476,2,RCMP role in departmental security,Government Operations & Ethics,0.0,,
2207492,0,Interim Supply,Parliamentary Affairs,0.25,,
2207539,0,Secretary of State's statements on Washington meeting,Foreign Affairs & Defence,0.25,,
2207539,1,abstention principle in external affairs,Foreign Affairs & Defence,0.25,,
2207545,0,budget speech and fiscal year estimates,Economic & Fiscal Policy,0.25,,
2207545,1,interim supply bill,Parliamentary Affairs,0.25,,
2207560,0,appeal body for dismissals from Her Majesty's forces,Foreign Affairs & Defence,0.0,,
2207560,1,qualifications of R.C.M.P. security personnel,Government Operations & Ethics,0.0,,
2207560,2,tribunal for individual cases,Parliamentary Affairs,0.25,,
2207560,3,board of appeal for security cases,Parliamentary Affairs,0.25,,
2207588,0,authority to borrow $1.5 billion,Economic & Fiscal Policy,0.25,,
2207592,0,government savings from loan issuance,Economic & Fiscal Policy,0.0,,
2207599,0,borrowing power in bill,Parliamentary Affairs,0.25,,
2207622,0,Canada-US trade relations,Trade & Industry,0.0,,
2207629,0,extension of territorial waters,Foreign Affairs & Defence,0.0,,
2207680,0,fresh water fish marketing scheme,Agriculture & Natural Resources,0.0,,
2207690,0,US injunction on ship loading,Trade & Industry,0.0,,
2207707,0,federal-provincial conference terms of reference,Intergovernmental & Constitutional Affairs,0.25,,
2207720,0,trans-Canada highway layout on Montreal island,Intergovernmental & Constitutional Affairs,0.0,,
2207773,0,smoking and lung cancer committee terms,Social Policy,0.0,,
2207791,0,NHA interest rates and lending facilities,Economic & Fiscal Policy,0.0,,
2207871,0,renaming electoral district of Charlevoix,Parliamentary Affairs,0.25,,
2207871,1,representation act amendment for Charlevoix,Parliamentary Affairs,0.25,,
2207871,2,representation act and county history,Parliamentary Affairs,0.25,,
2207871,3,county of Charlevoix history and geography,Parliamentary Affairs,0.0,,
2207871,4,history of Charlevoix county,Parliamentary Affairs,0.0,,
2207871,5,Representation Act Charlevoix parishes,Parliamentary Affairs,0.0,,
2207871,6,history of Quebec place names,Parliamentary Affairs,0.0,,
2207871,7,historical figures and geography of Quebec,Intergovernmental & Constitutional Affairs,0.0,,
2207871,8,marriage laws and electoral boundaries,"Justice, Rights & Immigration",0.5,,
2207871,9,redistribution of ridings through a special committee,Parliamentary Affairs,0.25,,
2207880,0,constituency history and political leanings,Intergovernmental & Constitutional Affairs,0.25,,
2207880,1,historical constituency name,Intergovernmental & Constitutional Affairs,0.25,,
2207900,0,question of privilege,Parliamentary Affairs,0.75,,
2207900,1,personal attack on member,Parliamentary Affairs,0.75,,
2207901,0,comedian,Parliamentary Affairs,0.75,,
2207910,0,personal name confusion,Parliamentary Affairs,0.75,,
2207910,1,constituency name change,Intergovernmental & Constitutional Affairs,0.75,,
2207923,0,appointment of Defence Committee,Foreign Affairs & Defence,0.25,,
2207923,1,NATO nuclear role criticism,Foreign Affairs & Defence,0.25,,
2207923,2,defence committee's role and independence,Foreign Affairs & Defence,0.25,,
2207923,3,Canada's role in NATO defence,Foreign Affairs & Defence,0.0,,
2207923,4,Canada's role in North American air defence,Foreign Affairs & Defence,0.0,,
2207923,5,NATO nuclear weapons and test ban pact,Foreign Affairs & Defence,0.0,,
2207923,6,disarmament and on-site inspections,Foreign Affairs & Defence,0.0,,
2207923,7,defence purchasing and civilian control of military,Foreign Affairs & Defence,0.0,,
2207927,0,Canada's defence policy and roles,Foreign Affairs & Defence,0.0,,
2207927,1,moral issue of nuclear arms,Foreign Affairs & Defence,0.0,,
2207927,2,nuclear weapons and civilian populations,Foreign Affairs & Defence,0.0,,
2207927,3,Canada's role in nuclear disarmament,Foreign Affairs & Defence,0.1,,
2207944,0,order of business for economic council bill,Parliamentary Affairs,0.5,,
2207956,0,Columbia River treaty arrangements,Intergovernmental & Constitutional Affairs,0.25,,
2207956,1,provincial representation in federal negotiations,Intergovernmental & Constitutional Affairs,0.0,,
2207956,2,Columbia River power development,Agriculture & Natural Resources,0.0,,
2208005,0,sewage disposal systems for cabin cruisers,Agriculture & Natural Resources,0.0,,
2208045,0,Fraser river flood fund,Agriculture & Natural Resources,0.25,,
2208056,0,suspension of Lake Union Air Service licence,Trade & Industry,0.0,,
2208070,0,uranium industry development and Milliken lake mine,Agriculture & Natural Resources,0.0,,
2208132,0,Canadian wheat board mission to Hong Kong,Trade & Industry,0.0,,
2208331,0,return of confiscated landing papers,"Justice, Rights & Immigration",0.0,,
2208344,0,representation of native people at world fair,Indigenous & Northern Affairs,0.0,,
2208417,0,Royal Military College suggestions,Foreign Affairs & Defence,0.25,,
2208421,0,private members' hour time allocation,Parliamentary Affairs,0.75,,
2208425,0,National Housing Act mortgage provisions,Social Policy,0.0,,
2208425,1,National Housing Act home purchase provisions,Social Policy,0.0,,
2208425,2,National Housing Act financing for new homes,Social Policy,0.0,,
2208425,3,National Housing Act financing for urban dwellings,Social Policy,0.0,,
2208425,4,housing discrimination and suburban sprawl,Social Policy,0.0,,
2208425,5,municipal financing for new housing and schools,Social Policy,0.0,,
2208425,6,young people buying houses,Social Policy,0.0,,
2208425,7,mortgage terms for young homeowners,Social Policy,0.0,,
2208425,8,NHA financing for older homes,Social Policy,0.0,,
2208425,9,National Housing Act mortgage interest rates,Social Policy,0.0,,
2208425,10,home financing and urban housing,Social Policy,0.0,,
2208425,11,National Housing Act home financing,Social Policy,0.0,,
2208425,12,referral of resolution to committee,Parliamentary Affairs,0.5,,
2208425,13,private members' business in the house,Parliamentary Affairs,0.75,,
2208428,0,housing affordability and mortgage interest rates,Social Policy,0.0,,
2208428,1,housing mobility and financing,Social Policy,0.0,,
2208428,2,"old and new houses, unemployment",Social Policy,0.0,,
2208428,3,housing legislation and unemployment policy,Social Policy,0.0,,
2208428,4,housing policy and employment in construction,Social Policy,0.0,,
2208428,5,housing loans and home improvement insurance,Social Policy,0.0,,
2208428,6,Central Mortgage and Housing Corporation housing projects,Social Policy,0.0,,
2208428,7,National Housing Act financing and programs,Social Policy,0.0,,
2208428,8,housing act and employment creation,Social Policy,0.0,,
2208428,9,government measures to solve unemployment,Social Policy,0.0,,
2208428,10,housing loans for older homes,Social Policy,0.0,,
2208428,11,housing finance and employment,Social Policy,0.0,,
2208928,0,German industrialists and cold war campaign,Foreign Affairs & Defence,0.0,,
2208982,0,representation of native people at world fair,Indigenous & Northern Affairs,0.0,,
2209049,0,investigation into dismissal from air force,Foreign Affairs & Defence,0.0,,
2209077,0,General Speidel's wartime actions,Foreign Affairs & Defence,0.0,,
2209077,1,Canadian troops in Germany,Foreign Affairs & Defence,0.0,,
2209077,2,defence expenditure and NATO contribution,Foreign Affairs & Defence,0.0,,
2209077,3,Canada's role in world peace and nuclear weapons,Foreign Affairs & Defence,0.0,,
2209077,4,Canada's nuclear weapons commitment,Foreign Affairs & Defence,0.0,,
2209081,0,civilian authority over military policy,Foreign Affairs & Defence,0.25,,
2209081,1,Canada's role in world peace,Foreign Affairs & Defence,0.0,,
2209113,0,party representation and inclusivity,Parliamentary Affairs,0.25,,
2209113,1,protection for smaller economic segments,Economic & Fiscal Policy,0.0,,
2209181,0,order of business,Parliamentary Affairs,0.75,,
2209208,0,Harvard training aircraft phase-out,Foreign Affairs & Defence,0.25,,
2209208,1,RCAF Tutor jet trainers,Foreign Affairs & Defence,0.0,,
2209249,0,north Pacific treaty convention,Foreign Affairs & Defence,0.0,,
2209281,0,Canada-US fishing rights and 12-mile limit,Agriculture & Natural Resources,0.25,,
2209284,0,fishery extension program consultation,Agriculture & Natural Resources,0.0,,
2209424,0,defence policy and committee information,Foreign Affairs & Defence,0.0,,
2209424,1,national security and classified information,Foreign Affairs & Defence,0.0,,
2209430,0,defence policy and foreign policy relationship,Foreign Affairs & Defence,0.0,,
2209430,1,"NATO defence, foreign and trade policy",Foreign Affairs & Defence,0.0,,
2209430,2,defence policy and nuclear arms,Foreign Affairs & Defence,0.0,,
2209430,3,NATO strategic nuclear deterrent,Foreign Affairs & Defence,0.0,,
2209430,4,NATO tactical nuclear deterrent,Foreign Affairs & Defence,0.0,,
2209430,5,tactical nuclear deterrent for North Atlantic alliance,Foreign Affairs & Defence,0.0,,
2209430,6,NATO conventional shield and tactical deterrent,Foreign Affairs & Defence,0.0,,
2209430,7,NATO nuclear and conventional capabilities,Foreign Affairs & Defence,0.0,,
2209448,0,minister of national defence statement,Foreign Affairs & Defence,0.0,,
2209448,1,Canadian government undertakings and pledges,Government Operations & Ethics,0.0,,
2209448,2,CF-104 aircraft re-equipment for NATO,Foreign Affairs & Defence,0.0,,
2209454,0,CF-104 nuclear capability,Foreign Affairs & Defence,0.25,,
2209516,0,establishment of economic council of Canada,Economic & Fiscal Policy,0.25,,
2209596,0,announcements made in parliament,Parliamentary Affairs,0.5,,
2209598,0,contributory and portable pensions,Social Policy,0.0,,
2209604,0,unemployment and government programs,Social Policy,0.0,,
2209604,1,federal-provincial training programs,Social Policy,0.0,,
2209604,2,winter house building incentive plan,Social Policy,0.25,,
2209604,3,housing purchase winter works program,Social Policy,0.0,,
2209604,4,unemployment and government action,Social Policy,0.0,,
2209604,5,unemployment rate reduction policies,Social Policy,0.0,,
2209643,0,Canadian Disaster Relief Fund financial report,Economic & Fiscal Policy,0.0,,
2209643,1,disaster relief fund principles,Economic & Fiscal Policy,0.0,,
2209648,0,departmental action on cigarette smoking,Social Policy,0.0,,
2209661,0,NATO air training advisory group visit,Foreign Affairs & Defence,0.0,,
2209661,1,Canadian air force delegation visit,Foreign Affairs & Defence,0.0,,
2209744,0,federal lime subsidy payments,Agriculture & Natural Resources,0.0,,
2209911,0,construction of building,Government Operations & Ethics,0.25,,
2209942,0,Canadian image abroad and university service,Foreign Affairs & Defence,0.0,,
2209942,1,Canada's international reputation and teacher exchange programs,Foreign Affairs & Defence,0.0,,
2209942,2,Canadian university service overseas organization support,Foreign Affairs & Defence,0.0,,
